Actual_Label,Predicted_Label,Prediction_Correct,Prob_Edukasi,Prob_Finance,Prob_Health,Prob_Lifestyle,Prob_Nasional,Prob_Otomotif,Prob_Sport,Prob_Teknologi,Prob_Travel,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,filename,title
Nasional,Nasional,True,0.01,0.01,0.0,0.0,0.97,0.0,0.0,0.0,0.01,0.0011342224440191,0.4257316077288059,0.0011342680168036,0.0011342159214042,0.0011346081097134,0.5663281455835117,0.0011343491014925,0.0011343427038719,0.0011342403903773,tribunnews_otomotif_20251021_010706.csv,"Baojun Yep EV, Mobil Listrik 5 Pintu Harga Rp 300 Jutaan Mulai Dijual"
Edukasi,Edukasi,True,0.36,0.01,0.04,0.05,0.26,0.0,0.0,0.17,0.11,0.0004612272178958,0.8800906086743623,0.0004612602163276,0.0004612776722657,0.0004613013032221,0.0004613058130586,0.0830699213069694,0.034071854379225,0.0004612434166732,tribunnews_otomotif_20251021_010706.csv,Pertamina Gandeng Toyota Kembangkan Ekosistem Kendaraan Hidrogen
Lifestyle,Lifestyle,True,0.0,0.0,0.37,0.62,0.0,0.01,0.0,0.0,0.0,0.3201593235826256,0.2710954165048363,0.0008825422994571,0.0008821184982038,0.1636593459177832,0.1665510744474322,0.0008821088423932,0.000882335265836,0.0750057346414325,tribunnews_otomotif_20251021_010706.csv,"Dikritik Sujiwo Tejo Lampu Rotator Patroli Polisi Ditutup Kaca Film 20 Persen, Ini Jawaban ICE-µ"
Finance,Finance,True,0.0,0.52,0.0,0.0,0.29,0.19,0.0,0.0,0.0,0.1585998777213136,0.1514874396290927,0.3044250214555395,0.0006426590962618,0.3122813931070206,0.0006426449374853,0.0006429883889317,0.0706354451604528,0.0006425305039018,tribunnews_otomotif_20251021_010706.csv,"Ngetrip, Penumpang Bus Pariwisata Duduk di Atap, Bos PO Sumber Alam: Itu Bukan Armada Kami!"
Health,Health,True,0.05,0.0,0.85,0.08,0.02,0.0,0.0,0.0,0.0,0.002525822972114,0.8942646311457833,0.0025262240103223,0.0880512417756034,0.0025267200083032,0.0025270402205322,0.0025260517054317,0.0025265011725676,0.0025257669893421,tribunnews_otomotif_20251021_010706.csv,Daftar Harga Mobil Honda Periode Januari 2024: All New HR-V Dijual Mulai Rp 383.900.000
Finance,Otomotif,False,0.0,0.39,0.0,0.0,0.06,0.47,0.0,0.0,0.08,0.001010844458336,0.6235856382230117,0.0010109075014575,0.0010106929710237,0.001010447866481,0.001010382392672,0.1787374340345825,0.191613296319362,0.0010103562330731,tribunnews_otomotif_20251021_010706.csv,Motor Listrik Tangkas Perluas Pasar ke Tegal
Nasional,Nasional,True,0.02,0.06,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0014250952871411,0.988600113092608,0.0014246903673278,0.0014248296663264,0.0014253195648677,0.0014247525461146,0.0014248755914086,0.0014250930001271,0.0014252308840782,tribunnews_otomotif_20251021_010706.csv,Gaikindo Gagal Realisasikan Target Penjualan Mobil 1.050.000 Unit di 2023
Otomotif,Sport,False,0.0,0.0,0.0,0.0,0.0,0.06,0.84,0.04,0.06,0.0010399023889559,0.8299803209313392,0.0599730003726746,0.0010386670205314,0.0807594857264702,0.0240914107816631,0.0010393873023763,0.0010390786205535,0.0010387468554356,tribunnews_otomotif_20251021_010706.csv,"BYD Resmi Masuk Indonesia, Kenalkan 3 Model EV"
Nasional,Nasional,True,0.01,0.03,0.0,0.0,0.94,0.0,0.01,0.0,0.01,0.0010019247987971,0.6703887809751424,0.0667571228233047,0.0010017058955076,0.2568439869426321,0.0010015078304208,0.0010015864075105,0.0010015248215136,0.0010018595051708,tribunnews_otomotif_20251021_010706.csv,Sepeda Listrik dan Moped Tidak untuk Dipakai Anak Kecil di Jalan Raya! Ini Batasan Usia Minimalnya
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.14,0.83,0.0,0.03,0.1705627278171971,0.3171997130977959,0.2883814028235107,0.0011228782732153,0.0011229246492891,0.0011230347931512,0.0011227568819088,0.2182418825265587,0.0011226791373727,tribunnews_otomotif_20251021_010706.csv,"Digelar Usai Pemilu, IIMS 2024 Diprediksi Ramai Pengunjung"
Sport,Sport,True,0.0,0.0,0.0,0.01,0.0,0.0,0.99,0.0,0.0,0.0315934382594773,0.7997304139497787,0.0647117803548811,0.0008551343618491,0.099687620156777,0.0008550650315517,0.0008552104048764,0.0008562809188504,0.0008550565619581,tribunnews_otomotif_20251021_010706.csv,Toyota: Murah atau Mahalnya Kendaraan Ramah Lingkungan Tergantung Pajak Pemerintah
Teknologi,Teknologi,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0015886974082514,0.7277435119645638,0.0361036929329191,0.0015877625605735,0.1007042525376556,0.0015879430224306,0.0015881993201326,0.1275081713932377,0.0015877688602354,tribunnews_otomotif_20251021_010706.csv,"Banyak Pemain Baru Hadir di Indonesia, Toyota Berharap Pasar Otomotif Bisa Lebihi 1 Juta Unit"
Edukasi,Teknologi,False,0.01,0.0,0.0,0.15,0.01,0.01,0.0,0.78,0.04,0.0925980784681,0.2954244573584723,0.0532292676369107,0.0005672454113214,0.0262739944948056,0.0005672038818268,0.0657109857336085,0.4650614314655382,0.0005673355494162,tribunnews_otomotif_20251021_010706.csv,"Awal Tahun, Komunitas Motor Harley Ini Gelar Touring 2 Hari Jakarta-Bandung"
Travel,Travel,True,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.95,0.001221826135584,0.3278578262008549,0.0012217862814355,0.0012226024156125,0.2067286442333427,0.3569416075037154,0.1023630741461268,0.0012213831733123,0.0012212499100155,tribunnews_otomotif_20251021_010706.csv,Huawei Bersama Baidu Akan Bangun Navigasi Canggih dan Teknologi Kokpit Pintar untuk Kendaraan
Teknologi,Lifestyle,False,0.11,0.01,0.02,0.53,0.0,0.0,0.0,0.28,0.05,0.0007613703403808,0.524760705118127,0.0007614787534537,0.0007613376251312,0.2122583139705213,0.0563697877128899,0.0007612893087476,0.0007612564489035,0.2028044607218445,tribunnews_otomotif_20251021_010706.csv,"Kenali Problem pada Kaki-kaki Mobil, Lakukan Deteksi Dini untuk Cegah Kerusakan Serius"
Lifestyle,Lifestyle,True,0.0,0.0,0.38,0.6,0.01,0.01,0.0,0.0,0.0,0.0005052994389669,0.2874004833567177,0.0005052862002129,0.0005052246635402,0.1182023550857631,0.3629618599776679,0.0005052475868094,0.0199995162727597,0.2094147274175617,tribunnews_otomotif_20251021_010706.csv,"Ini Perbedaan Kaca Film Metal dan Non-Metal untuk Kendaraan, Bagaimana dengan Fungsinya?"
Teknologi,Finance,False,0.08,0.41,0.01,0.01,0.05,0.0,0.0,0.32,0.12,0.0012772680580628,0.3386276182906514,0.0012773390268185,0.0012777918943148,0.0012774502718177,0.6524305979591452,0.0012773032068075,0.0012772865266601,0.0012773447657215,tribunnews_otomotif_20251021_010706.csv,"Kia Seltos Terbaru Kini Punya Varian Diesel, Dilego Mulai dari Rp 250 Jutaan"
Edukasi,Edukasi,True,0.96,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0739825862524572,0.0411800369189811,0.2222281403143094,0.0734447082108559,0.2744698409395359,0.1684472241720818,0.0006780025490718,0.1072231649275122,0.0383462957151943,tribunnews_otomotif_20251021_010706.csv,"Viral, Wajah Pencuri Laptop Penumpang Bus Sinar Jaya Terekam Jelas di CCTV"
Otomotif,Otomotif,True,0.0,0.0,0.0,0.01,0.0,0.99,0.0,0.0,0.0,0.0005503767028266,0.0509532808484504,0.0799896684682582,0.0005505803405309,0.6310009232268657,0.0005503483836594,0.0005502662104023,0.2353040105348534,0.0005505452841528,tribunnews_sport_20251021_024628.csv,"Michael Schumacher Ulang Tahun Ke-54 pada 3 Januari, Begini Ucapan Mengharukan dari Putranya, Mick"
Lifestyle,Travel,False,0.1,0.12,0.0,0.33,0.02,0.0,0.02,0.05,0.36,0.0007462906035731,0.296763493144391,0.0694059216748805,0.0007463623034453,0.2559063964082717,0.0007461592475697,0.0007460018028751,0.3741932306442149,0.0007461441707784,tribunnews_sport_20251021_024628.csv,"Profil Ken Block, Pembalap Reli yang Meninggal Karena Kecelakaan: Termasuk Pendiri DC Shoes"
Nasional,Nasional,True,0.01,0.05,0.0,0.01,0.84,0.01,0.0,0.0,0.08,0.1001637032054236,0.2266180203100085,0.1198922306572922,0.0188030641322832,0.3648339982375047,0.0005010509405559,0.000500683697451,0.1681863052984762,0.0005009435210044,tribunnews_sport_20251021_024628.csv,"Seputar Kematian Tragis Ken Block, Kronologi hingga Profil Si Legenda: Meninggal Ketiban Snowmobile"
Otomotif,Otomotif,True,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.07,0.0,0.0702923314345437,0.0007413812681294,0.019099382580445,0.0007409326255437,0.0236149722325219,0.000741060244776,0.388784331921448,0.4952446602364637,0.0007409474561282,tribunnews_sport_20251021_024628.csv,PB PASI Terima Bantuan Dana Pembinaan Atlet Rp 10 Miliar dari Holding BUMN Tambang
Nasional,Nasional,True,0.09,0.02,0.0,0.0,0.88,0.0,0.0,0.0,0.01,0.0005423963018797,0.0005423145966856,0.0005423773634545,0.0005425013119018,0.0337265178547139,0.000542300468782,0.0767338700786169,0.8862854479917431,0.0005422740322221,tribunnews_sport_20251021_024628.csv,Perbasi Bakal Luncurkan Indonesia Development League Sebagai Wadah Pembinaan di Indonesia
Otomotif,Otomotif,True,0.0,0.03,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.2902951135530514,0.001089841952194,0.054388564470057,0.0010897326757916,0.0010900387331915,0.0300874588310862,0.0010899641381101,0.6197797029399529,0.0010895827065649,tribunnews_sport_20251021_024628.csv,Nirmala Dewi Beberkan Progrers Stadion Basket GBK: Bakal Diresmikan Dalam Waktu Dekat
Nasional,Nasional,True,0.0,0.18,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0009269502364043,0.0009264896317102,0.00092633813388,0.1023863554174447,0.0009268156786704,0.0009262808713185,0.0009267680376085,0.8911272054707219,0.0009267965222411,tribunnews_sport_20251021_024628.csv,Jakarta STIN BIN Siap Buat Sejarah Kemenangan Baru Setelah Taklukan Kudus Sukun Badak
Nasional,Finance,False,0.0,0.83,0.0,0.0,0.06,0.11,0.0,0.0,0.0,0.1205669816617388,0.0006616415742313,0.1884922179112577,0.0006619676822262,0.0006616292100006,0.000661540138759,0.0006619107549916,0.6869705172402818,0.0006615938265127,tribunnews_sport_20251021_024628.csv,Wali Kota Pangkalpinang Dukung Kejurnas Bolabasket U-15 Diapresiasi Ketum PP Perbasi
Lifestyle,Lifestyle,True,0.12,0.0,0.08,0.55,0.1,0.0,0.02,0.1,0.03,0.0891836227815692,0.0004752350332411,0.1119814076577047,0.0004751752413117,0.0004751139680405,0.0004749755836055,0.1006435852231075,0.6958156239098464,0.000475260601573,tribunnews_sport_20251021_024628.csv,Abhiram Singh Yadav Targetkan Emas di SEA Games 2023 Kamboja Usai Terpilih Sebagai Ketua Umum PP PCI
Finance,Finance,True,0.0,0.44,0.0,0.0,0.15,0.41,0.0,0.0,0.0,0.0006904833155323,0.0006903951639598,0.0362873506015096,0.000690345214337,0.4170065403777365,0.0078747522400287,0.0006903207083682,0.5353793480766934,0.0006904643018341,tribunnews_sport_20251021_024628.csv,Petarung MMA Victoria Lee Meninggal Dunia di Usia 18 Tahun
Sport,Sport,True,0.09,0.0,0.04,0.02,0.13,0.01,0.55,0.03,0.13,0.0007363901821487,0.0457760000516361,0.0007363739399406,0.0535193269539253,0.0007363115797668,0.0007361405487693,0.0007362504138433,0.8962870789145225,0.0007361274154469,tribunnews_sport_20251021_024628.csv,"Lagi, Jakarta STIN BIN Torehkan Kemenangan, Tekuk Jakarta BNI 46 Langsung 3-0"
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.000756298201641,0.0007563348646093,0.0656354293773028,0.0007564832660098,0.000756521600956,0.0007562311904409,0.0007564183319155,0.9290699179894968,0.0007563651776274,tribunnews_sport_20251021_024628.csv,Rionny Mainaky: Pebulutangkis Indonesia Harus Beradaptasi Dengan Arah Hembusan Angin Di Axiata Arena
Edukasi,Edukasi,True,0.89,0.0,0.0,0.0,0.06,0.0,0.0,0.05,0.0,0.156236947878108,0.0007265151424418,0.0007265165567179,0.06033555136851,0.0007265641895091,0.0007263599562959,0.0007266123667702,0.7790685477866787,0.0007263847549683,tribunnews_sport_20251021_024628.csv,Menpora Amali Terima Ketum PB Perbakin: Bahas Persiapan Kejuaraan Dunia Menembak di Indonesia
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.25,0.74,0.0,0.01,0.0230858642869721,0.0003927577484129,0.0003928188517099,0.0003928921814045,0.0003927841965782,0.0003934008914259,0.0003928122206206,0.9741639581068356,0.0003927115160402,tribunnews_sport_20251021_024628.csv,"Timnas Hoki Indoor Putra Indonesia Kalahkan Peringkat 1 Dunia, Kejutan!"
Finance,Finance,True,0.0,0.36,0.01,0.0,0.2,0.22,0.0,0.14,0.07,0.0009749818959449,0.0009750136840833,0.0453052719102225,0.0009750329461052,0.0009754064733668,0.0009751985674694,0.0009751156718355,0.9478690251817444,0.0009749536692276,tribunnews_sport_20251021_024628.csv,Kaleb Ramot Gemilang Yakini Kehadiran Dua Pemain Asing Baru Buat Dewa United Banten Semakin Kuat
Sport,Sport,True,0.02,0.0,0.0,0.0,0.04,0.02,0.85,0.0,0.07,0.0012781582287903,0.0012783030309271,0.0012776639324135,0.0012774772515247,0.2052490559603403,0.0310487790548611,0.0012783146502575,0.7560347560016769,0.0012774918892083,tribunnews_sport_20251021_024628.csv,RANS PIK Basketball Dibangun Raffi Ahmad Bakal Menjadi Super Tim
Health,Health,True,0.0,0.0,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0002134396890984,0.0092548124842904,0.0444901392544267,0.0002133643682327,0.0534814189651647,0.0002133725538475,0.0299787452963668,0.8619413134447336,0.000213393943839,tribunnews_sport_20251021_024628.csv,"Raup Gelar di Kompetisi Eropa, Kualitas Atlet Berkuda Indonesia Nusrtdinov Zayan Fatih Kian Teruji"
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0011700341191638,0.0011701981432521,0.0011699123334383,0.0011707600423005,0.0011704837433864,0.0011707354183045,0.0461663449485881,0.9456415848640904,0.0011699463874755,tribunnews_sport_20251021_024628.csv,Coach Maxi Percaya Dewa United Banten Bisa Bicara Banyak di IBL 2023
Otomotif,Otomotif,True,0.13,0.3,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.1241060044303749,0.0111679138767421,0.0459736993282226,0.0825308475677113,0.0008824852504183,0.0008821034961612,0.000882425161419,0.7326918669883183,0.000882653900632,tribunnews_sport_20251021_024628.csv,Menpora Amali Harap Ajang F1 PowerBoat Jadi Pemicu Lahirnya Atlet Balap Olahraga Air Indonesia
Nasional,Nasional,True,0.3,0.22,0.07,0.0,0.41,0.0,0.0,0.0,0.0,0.0006658014405294,0.0006657237787699,0.0006659579505202,0.000665548654074,0.000665756141315,0.0006654920631646,0.2967320993209068,0.698607985911019,0.0006656347397006,tribunnews_sport_20251021_024628.csv,Dewa United Banten Ikut Dongkrak Perhatian Basket di Masyarakat Tangerang
Teknologi,Lifestyle,False,0.27,0.04,0.0,0.31,0.05,0.01,0.0,0.3,0.02,0.0005318514798507,0.2625383476718088,0.0525933644641923,0.0443533291339431,0.0005318935578731,0.0440159365889414,0.0005318539006794,0.594371597613492,0.0005318255892188,tribunnews_sport_20251021_024628.csv,"Inilah Harga dan Cara Beli Tiket WSBK Mandalika 2023, Diskon 75 Persen Bulan Ini"
Lifestyle,Health,False,0.0,0.0,0.64,0.35,0.0,0.0,0.01,0.0,0.0,0.0006616550431138,0.0006619254719492,0.4058243873337077,0.0006617131000677,0.0627462704568366,0.0455081133293951,0.2475841330753827,0.1967598855304761,0.0395919166590706,tribunnews_sport_20251021_024628.csv,Program MFC Memotivasi Masyarakat Agar Menjalani Gaya Hidup Sehat Dengan Rutin Berlari Dan Bersepeda
Nasional,Travel,False,0.0,0.0,0.0,0.06,0.39,0.0,0.0,0.01,0.54,0.1838217570476565,0.0010690591613376,0.0010687876242166,0.0010691053271086,0.0010688419888508,0.0010688396126537,0.1001591459489696,0.7096056874535464,0.0010687758356598,tribunnews_sport_20251021_024628.csv,Presiden Jokowi Apresiasi Pembinaan Olahraga Atletik dari Tingkat Daerah
Health,Health,True,0.04,0.0,0.53,0.42,0.0,0.0,0.0,0.0,0.01,0.2310600292080992,0.0008685820805096,0.1556769290063024,0.0131201416627696,0.0008684897215951,0.0483137748891764,0.0008686516427679,0.5483551502881108,0.0008682515006687,tribunnews_sport_20251021_024628.csv,Zainudin Amali: Pertama Kalinya Indonesia Memiliki Gedung Untuk Multifungsi Namanya IMS
Travel,Travel,True,0.04,0.02,0.02,0.12,0.02,0.0,0.0,0.05,0.73,0.0006906579476798,0.0006903277138978,0.0006906584550142,0.0006903384056115,0.0006908390739698,0.0006903902324256,0.0319886686183494,0.9631773588940882,0.0006907606589633,tribunnews_sport_20251021_024628.csv,"Raih Emas Satu-satunya Indonesia di SEAFF, Arval Raziel: Kado Spesial Buat Mimi"
Finance,Finance,True,0.0,0.46,0.0,0.0,0.42,0.12,0.0,0.0,0.0,0.0211662965725591,0.0005613410825228,0.1529102943674316,0.0005614714179192,0.0005614512949427,0.0005613609775735,0.1265369882591206,0.6965794491069948,0.0005613469209353,tribunnews_sport_20251021_024628.csv,Anak-anak Sekitar Stadion Mini Surakarta Antusias Tonton Sepakbola Porseni NU
Finance,Finance,True,0.01,0.68,0.0,0.04,0.15,0.12,0.0,0.0,0.0,0.2321521221266646,0.0007043990047304,0.0007037614498101,0.0007037735869911,0.2136760927528863,0.0007034744956215,0.1449891245769916,0.4056636391741058,0.0007036128321982,tribunnews_sport_20251021_024628.csv,Pandu Sjahrir Jadi Calon Tunggal Ketua Umum PB PSOI
Edukasi,Edukasi,True,0.77,0.11,0.0,0.02,0.07,0.0,0.01,0.02,0.0,0.1609723375477635,0.0006463171702064,0.0951226761508483,0.0006464933854992,0.1626480218644229,0.0006464642349299,0.0863144461967366,0.49235694452468,0.0006462989249128,tribunnews_sport_20251021_024628.csv,Pandu Sjahrir Resmi Terpilih Menjadi Ketua Umum PB PSOI 2023-2026
Nasional,Finance,False,0.0,0.63,0.0,0.0,0.09,0.28,0.0,0.0,0.0,0.0412574155602646,0.0006741013095692,0.0767883527562541,0.0006738255023582,0.000673721921695,0.0006739624702657,0.2668280507701709,0.6117568554729657,0.0006737142364565,tribunnews_sport_20251021_024628.csv,KONI Pusat Harap Fasilitas Olahraga Dioptimalkan Tindak Lanjuti Nota Kesepahaman Dengan Jakpro
Nasional,Finance,False,0.0,0.44,0.0,0.0,0.3,0.25,0.0,0.0,0.01,0.2455384623185972,0.0003054487736151,0.0003054695693164,0.0644401497089999,0.0843378442238159,0.0003054345958011,0.2575884873450163,0.3468733102984564,0.0003053931663813,tribunnews_sport_20251021_024628.csv,Hanif Rusjdi: Ada Perlakuan Tidak Adil Pengelolaan Administrasi Beasiswa Untuk Azzahra Permatahani
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0269066029194263,0.2727201467146282,0.2362208410990483,0.0007219235777245,0.0007220028169588,0.0771860483904268,0.0007219982844024,0.3434847570725507,0.0413156791248336,tribunnews_sport_20251021_024628.csv,M Fadli Bersama Komunitas Sepeda Ramaikan Kehadiran Technobike
Travel,Finance,False,0.05,0.38,0.0,0.01,0.08,0.15,0.01,0.19,0.13,0.000911107538264,0.0009114747736964,0.0009114888465744,0.0564876626922775,0.1881146650561642,0.4022257281153271,0.0009112302785537,0.3486152943843393,0.000911348314803,tribunnews_sport_20251021_024628.csv,"Pegolf Indonesia Makin Dimanjakan dengan Approach R10, Mudahkan Permainan di Semua Tempat"
Teknologi,Edukasi,False,0.76,0.05,0.0,0.0,0.17,0.0,0.0,0.02,0.0,0.0004985282380842,0.0087987035528963,0.0004984634845732,0.0004983891608191,0.0004983984372408,0.0215278749563652,0.0004984758612253,0.9666828471487968,0.0004983191599989,tribunnews_sport_20251021_024628.csv,Pertempuran Sengit Babak Final Turnamen Esports Lead National Series Mabarkuy 2022
Teknologi,Lifestyle,False,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.04,0.01,0.0636387543743412,0.0008360061285361,0.0213046874114424,0.000835839825019,0.1440136525473869,0.0008360428002285,0.1229914999888842,0.6447078564116504,0.0008356605125107,tribunnews_sport_20251021_024628.csv,"Kolaborasi CEO dan Pegolf Profesional, Kompas Luncurkan Turnamen PRO-AM"
Teknologi,Finance,False,0.0,0.72,0.0,0.0,0.16,0.09,0.0,0.02,0.01,0.1148073346449267,0.0010795836410573,0.0234614879700695,0.0010793325634871,0.1786314726978311,0.0010791572454464,0.1975544647371768,0.481228112770352,0.0010790537296526,tribunnews_sport_20251021_024628.csv,"Antusiasme Terhadap Olahraga Golf Meningkat, Harian Kompas Luncurkan Turnamen PRO-AM"
Otomotif,Otomotif,True,0.0,0.2,0.0,0.01,0.02,0.67,0.0,0.04,0.06,0.0004393828948003,0.0004396320143967,0.0482913812368772,0.0004393416639774,0.000439534116051,0.0004393252811983,0.0004393992234981,0.9486326972516724,0.0004393063175282,tribunnews_sport_20251021_024628.csv,Cricket Indonesia Tampil Cemerlang dan Meraih Kemenangan di World Cup 2023
Teknologi,Teknologi,True,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,0.0,0.7266367745665727,0.0123563465956216,0.0123559286350782,0.1868927367178899,0.0123542970021304,0.0123482436038509,0.0123511657015826,0.0123465577005929,0.0123579494766805,tribunnews_sport_20251021_024628.csv,Berita Telah Dihapus
Edukasi,Edukasi,True,0.65,0.1,0.0,0.0,0.06,0.03,0.0,0.16,0.0,0.0365271213981664,0.000686168628337,0.0261373819717711,0.0115477723675946,0.0006860639565509,0.0006861319594436,0.0006861649252647,0.9223571434803252,0.0006860513125459,tribunnews_sport_20251021_024628.csv,Timnas Wushu Indonesia Menimba Ilmu di China Jelang SEA Games 2023 Kamboja
Teknologi,Nasional,False,0.0,0.26,0.01,0.01,0.29,0.11,0.0,0.18,0.14,0.0008054061194866,0.0008054492458559,0.0008053048719605,0.0008053722301811,0.0008055030857195,0.0008054681944376,0.0230351069031259,0.9713269064967182,0.0008054828525143,tribunnews_sport_20251021_024628.csv,"Aryono Miranat: Target Di India Open Meleset, Target Dua Gelar Tapi Hanya Sampai Semifinal"
Teknologi,Teknologi,True,0.0,0.0,0.0,0.18,0.0,0.01,0.0,0.81,0.0,0.0008751822061332,0.0008753116125945,0.0008757477103071,0.0008750880485831,0.0637003077332349,0.0008752477018914,0.0008753546259646,0.9301725755439376,0.0008751848173532,tribunnews_sport_20251021_024628.csv,Kokoh Di Puncak Klasemen Tim Indobarca Jakarta Juara Euro Futsal League Jakarta 2022
Nasional,Nasional,True,0.01,0.17,0.0,0.06,0.41,0.22,0.0,0.05,0.08,0.0004275235773407,0.0004275549167412,0.000427475270969,0.0004275143424239,0.0755029942390808,0.0267190851457812,0.3898388871883227,0.5058014703638154,0.0004274949555246,tribunnews_sport_20251021_024628.csv,Mabar Jadi Bagian Team RRQ: Kembangkan Pelajar Lewat Esports
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.01,0.99,0.0,0.0,0.0012635914554656,0.0970184236034131,0.0012630383869184,0.0012629670572189,0.0012632988109261,0.0012629813791125,0.0012634033130422,0.8941393410512151,0.0012629549426876,tribunnews_sport_20251021_024628.csv,Turnamen Daihatsu Indonesia Masters Segera Digelar Akhir Januari 2023 di Istora Senayan
Finance,Health,False,0.09,0.09,0.29,0.15,0.14,0.2,0.01,0.01,0.02,0.0007561661252515,0.0007564448589487,0.1927961318542746,0.0314467100218102,0.1815368873422388,0.2819579452786786,0.0007564174676118,0.3092361638656644,0.0007571331855212,tribunnews_sport_20251021_024628.csv,Ramainya Komunitas Lari di Jakarta Membuat Nike by Kasablanka Mengeluarkan Terobosan Baru
Nasional,Edukasi,False,0.6,0.02,0.0,0.0,0.35,0.0,0.0,0.0,0.03,0.2664009638316568,0.0008822103442512,0.0008826203003715,0.0040710418380563,0.0008825512251084,0.0008821684346553,0.3425839991478905,0.3825323304882436,0.0008821143897661,tribunnews_sport_20251021_024628.csv,Ganjar Pranowo Optimistis Kontingen Special Olympic Bakal Mengharumkan Nama RI di Berlin
Sport,Sport,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4913426194735938,0.0012927285971595,0.0136668656848097,0.0012942132772904,0.0012927899538651,0.0012923140630164,0.0012927890232454,0.4872330159827295,0.0012926639442896,tribunnews_sport_20251021_024628.csv,"Turnamen Golf HUT ke-63 Pepabri Sukses, Tim PPAU Raih Piala Presiden"
Otomotif,Otomotif,True,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.1791156289901208,0.0006736062813832,0.000673720223792,0.0903008298695798,0.0006738881590939,0.0006735225840155,0.0006738476967206,0.7265408485504719,0.0006741076448221,tribunnews_sport_20251021_024628.csv,"Menpora: Tuan Rumah SEA Games Bebas Pilih Olahraga Yang Bisa Dipertandingkan, Itu Tidak Sehat"
Otomotif,Otomotif,True,0.0,0.05,0.0,0.0,0.0,0.93,0.0,0.02,0.0,0.0007722613031441,0.0007719025819901,0.2743053000965353,0.0190094884504333,0.000772171391675,0.000771902842646,0.1722844493433513,0.4054764977442734,0.125836026245951,tribunnews_sport_20251021_024628.csv,Klub Pencinta Alam SMA 68 Elpala Punya Cara Tersendiri Dalam Memperingati Hari Ulang Tahunnya
Nasional,Nasional,True,0.0,0.02,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0004670544601234,0.1902093619780211,0.1882129533123347,0.0004671267728844,0.0004671438130208,0.000467234381692,0.2800474794197249,0.3111279653843254,0.0285336804778727,tribunnews_sport_20251021_024628.csv,Cause Virtual Run & Ride Gelar Olahraga Sambil Beramal Mendukung Pelestarian Mangrove
Teknologi,Finance,False,0.03,0.46,0.0,0.04,0.04,0.0,0.0,0.39,0.04,0.136931309071583,0.048843025104291,0.0672236425288176,0.0005032141546902,0.0665959234433799,0.000503046093926,0.0005031345066339,0.5310445000603319,0.1478522050363464,tribunnews_sport_20251021_024628.csv,Matias Ibo dan Bamandhita Bagikan Tips untuk Pelari yang Akan Ikut Tokyo Marathon 2023
Travel,Travel,True,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.97,0.0006043338908046,0.0006041635114681,0.0592652686408652,0.0006040400747968,0.0006041590085242,0.0006043995707416,0.0813359213159356,0.8557726082156442,0.0006051057712194,tribunnews_sport_20251021_024628.csv,Sasana Wushu Rajawali Sakti Gelar Atraksi Barongsai Meriahkan Perayaan Imlek
Teknologi,Teknologi,True,0.0,0.02,0.0,0.05,0.01,0.02,0.0,0.9,0.0,0.0004430641605183,0.0004430041063308,0.0939431575454488,0.0380316043131344,0.0004429234030416,0.0004428685162096,0.0360723091739999,0.8297379520397424,0.0004431167415739,tribunnews_sport_20251021_024628.csv,Ketum PP Perbasi Harapkan Kejurnas 3x3 Mendatang Bisa Diikuti Seluruh Pengprov Perbasi
Nasional,Travel,False,0.02,0.35,0.0,0.03,0.07,0.06,0.02,0.09,0.36,0.0324593475491392,0.0002901880476776,0.0318485901553923,0.0036318510568229,0.0002903766932525,0.0524964240104853,0.0058254478080848,0.8728675800698301,0.0002901946093146,tribunnews_sport_20251021_024628.csv,"Eclipse Stable, Aragon & King Halim Kuasai Tiga Besar Nomor Utama Pacuan Kuda Jateng Derby 2023"
